Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.0195435, 0.000520285, 0.000811011, 0.000117668, 8161, 2382, 2838
0.000760829, 0.000444762, 0.00031378, 4.8334e-05, 7976, 2301, 1881
0.00062209, 0.000416616, 0.000202988, 1.9992e-05, 8748, 2709, 957
0.000960833, 0.000497772, 0.000461371, 5.1618e-05, 8489, 2648, 1221
0.000808767, 0.000486334, 0.000317659, 4.137e-05, 7831, 2326, 1452
0.0279017, 0.000373155, 0.000291104, 3.8189e-05, 7984, 2516, 1881
0.000731247, 0.000477056, 0.000252103, 4.2367e-05, 7760, 2642, 2046
0.00177695, 0.00135728, 0.000416193, 7.538e-05, 8158, 2749, 2277
0.0109587, 0.000475167, 0.000379894, 0.000115365, 7910, 2716, 6699
0.00168208, 0.000566063, 0.00111333, 9.7955e-05, 8280, 2637, 2079
0.000707321, 0.000453714, 0.000251754, 5.2781e-05, 7810, 2179, 1518
0.0183817, 0.000671929, 0.000300932, 5.895e-05, 8094, 1875, 1089
0.000941997, 0.000559374, 0.000380564, 7.0471e-05, 8675, 2163, 1419
0.0158872, 0.000421203, 0.000216466, 2.0369e-05, 8433, 1948, 297
0.000559368, 0.000416658, 0.000140661, 1.3831e-05, 8359, 1905, 495
0.000757914, 0.000414199, 0.000341154, 5.2348e-05, 7910, 1985, 891
0.00142229, 0.000627497, 0.000476386, 6.6905e-05, 8139, 2265, 1155
0.0171055, 0.000405389, 0.000233377, 3.6986e-05, 8215, 2396, 1023
0.000823071, 0.00060168, 0.000219752, 2.1516e-05, 8147, 2519, 495
0.000571888, 0.000408988, 0.00016137, 1.0617e-05, 8127, 2394, 330
0.000541676, 0.000352952, 0.000186581, 7.86e-06, 7886, 2078, 231
0.000824099, 0.000507994, 0.000314064, 1.4186e-05, 8361, 2214, 198
0.0183333, 0.000736423, 0.000887382, 0.000108092, 8527, 2366, 660
0.00072629, 0.000443059, 0.000281808, 3.5096e-05, 8390, 2348, 594
0.000699127, 0.000451909, 0.000245081, 2.3299e-05, 8038, 2126, 660
0.00360846, 0.000591185, 0.000410096, 2.0957e-05, 7476, 2115, 396
0.00065416, 0.000415896, 0.000236433, 1.9432e-05, 8192, 2222, 330
0.00604467, 0.000329695, 0.00017418, 2.1505e-05, 7963, 2053, 396
0.000798672, 0.000538468, 0.000258278, 8.0241e-05, 8049, 1895, 1155
0.00385134, 0.000961289, 0.000563118, 0.000171744, 8109, 1729, 2046
0.00106649, 0.000633622, 0.00043043, 0.000132287, 8384, 1644, 1254
0.00106259, 0.000631525, 0.000428336, 0.00015057, 7939, 1568, 3300
0.00253298, 0.000340807, 0.000229903, 8.2163e-05, 8694, 2139, 3135
0.00127129, 0.000769513, 0.000497642, 3.8435e-05, 8969, 2667, 693
0.000740763, 0.000524678, 0.00021437, 0, 8856, 2662, 0
0.0017606, 0.00140568, 0.000351596, 0, 8972, 2956, 0
0.0392934, 0.000608171, 0.000221546, 2.114e-06, 8173, 2812, 33
0.000562875, 0.000401824, 0.000159441, 0, 8408, 3132, 0
0.00110703, 0.000743757, 0.000360856, 2.819e-06, 8062, 3297, 33
0.000558771, 0.000438116, 0.000118847, 0, 8353, 2816, 0
0.0374762, 0.000512659, 0.000201829, 6.329e-06, 8096, 2933, 132
0.00143219, 0.000743722, 0.000685454, 0.000316357, 8030, 2951, 792
0.00100302, 0.000665663, 0.000335444, 4.4403e-05, 8578, 3365, 825
0.0245251, 0.000537574, 0.000248544, 1.4166e-05, 8287, 3133, 561
0.00102388, 0.000659818, 0.000361451, 1.7149e-05, 7731, 3064, 264
0.00329368, 0.000531345, 0.000364359, 5.9173e-05, 7840, 2950, 924
0.00136136, 0.000832722, 0.000524926, 9.0158e-05, 7754, 2715, 4917
0.0237809, 0.000525428, 0.000494238, 0.000147436, 7928, 2960, 2574
0.00106491, 0.000589138, 0.000474073, 8.5923e-05, 7972, 2924, 2706
0.0021793, 0.000296522, 0.000224119, 4.7966e-05, 8349, 2916, 1485
0.000597049, 0.00035871, 0.000236536, 2.6735e-05, 7861, 2496, 1188
0.0276173, 0.000895372, 0.000543773, 6.1592e-05, 8200, 2777, 1485
0.000895273, 0.00052795, 0.000364118, 7.1807e-05, 8612, 3112, 4752
0.00202044, 0.000348141, 0.000359542, 8.561e-05, 8273, 2823, 4686
0.000667479, 0.000408647, 0.000257231, 5.4706e-05, 8039, 2618, 1947
0.0237193, 0.000468355, 0.000413649, 4.6709e-05, 7713, 2377, 1386
0.000727485, 0.000445452, 0.000280633, 3.7404e-05, 7931, 2842, 1650
0.000437051, 0.000286206, 0.000149647, 2.797e-05, 7989, 2715, 1749
0.0257011, 0.0002914, 0.000170225, 2.3079e-05, 8002, 2771, 1419
0.000521765, 0.000336754, 0.000182213, 2.8371e-05, 8055, 2599, 1617
0.000930544, 0.000550335, 0.000377012, 7.8613e-05, 7861, 2219, 1716
0.000570841, 0.000345399, 0.000222848, 4.5106e-05, 8391, 2258, 1881
0.000708561, 0.000446294, 0.000259972, 4.3509e-05, 8491, 2107, 1254
0.0171644, 0.000315061, 0.000163867, 3.333e-05, 8556, 2105, 1518
0.000953065, 0.000555372, 0.000394599, 4.8303e-05, 8154, 1880, 924
0.000632416, 0.000438011, 0.00019221, 3.0038e-05, 7933, 2265, 1056
0.000738631, 0.000453301, 0.000283325, 4.169e-05, 8471, 2627, 858
0.000593451, 0.000419077, 0.000172778, 1.9853e-05, 8022, 2742, 594
0.000938708, 0.00068822, 0.000248394, 2.6235e-05, 8414, 2934, 594
0.00164578, 0.0011868, 0.000455088, 1.9153e-05, 8085, 2982, 231
0.000686794, 0.000477367, 0.000207932, 1.216e-05, 8265, 2869, 264
0.000527406, 0.000338712, 0.000187298, 2.0632e-05, 8143, 2609, 726
0.00192691, 0.00134359, 0.000581233, 2.1333e-05, 8705, 3305, 495
0.000741219, 0.000500193, 0.000239132, 1.4255e-05, 8707, 3364, 495
0.000770904, 0.000507129, 0.000261384, 2.2813e-05, 8189, 2817, 528
0.0293172, 0.000876891, 0.000368069, 8.3974e-05, 8447, 3182, 231
0.000737036, 0.000472863, 0.000261483, 1.0562e-05, 7952, 3283, 198
0.0012082, 0.000543686, 0.000662923, 1.2751e-05, 8461, 3316, 165
0.000916538, 0.000665314, 0.000249131, 1.046e-05, 8016, 3285, 165
0.000800615, 0.000553521, 0.0002456, 3.584e-06, 8403, 3126, 66
0.000441224, 0.000303939, 0.000135991, 2.987e-06, 8030, 2653, 99
0.000891807, 0.000510514, 0.000379202, 3.683e-06, 8069, 2369, 33
0.000523357, 0.000366061, 0.000142164, 6.473e-06, 8758, 2811, 264
0.000538211, 0.000435823, 0.000100796, 0, 8478, 2537, 0
0.000741894, 0.000492938, 0.00024627, 0, 8293, 2497, 0
0.000756422, 0.000440102, 0.000313434, 9.653e-06, 8038, 2761, 132
0.00094488, 0.000724979, 0.000217115, 1.99e-06, 7963, 2988, 33
0.000637825, 0.000474614, 0.00016152, 2.884e-06, 8190, 3026, 66
0.00079278, 0.000533593, 0.000257, 1.263e-05, 8015, 2991, 264
0.00207231, 0.00168184, 0.000386991, 1.7009e-05, 8269, 2919, 231
0.000622409, 0.000430256, 0.000189965, 4.276e-06, 7838, 2415, 99
0.000572453, 0.000403839, 0.000167222, 2.188e-06, 8287, 2192, 33
0.000719195, 0.000485462, 0.000231844, 7.3668e-05, 8615, 2327, 297
0.000816029, 0.000515585, 0.000297659, 1.2326e-05, 8525, 2231, 198
0.000754389, 0.000619975, 0.000132028, 6.462e-06, 8390, 2174, 165
0.00078136, 0.000404992, 0.000373685, 7.9905e-05, 7919, 2408, 1089
0.000595512, 0.00043272, 0.000161201, 4.323e-05, 8374, 2853, 1485
0.000737532, 0.000472871, 0.000262474, 1.8981e-05, 8192, 2936, 660
0.0212519, 0.000870905, 0.000590144, 6.2118e-05, 8328, 3253, 1122
0.00114983, 0.000565823, 0.000581521, 8.3157e-05, 8134, 3122, 1254
0.00139632, 0.000685247, 0.000708197, 7.173e-05, 8095, 2989, 1485
0.00112109, 0.000541519, 0.000578176, 0.000168884, 8428, 3146, 1848
0.0013454, 0.000770803, 0.000572514, 0.000138283, 8500, 3305, 2343
0.00349138, 0.000950163, 0.000731467, 0.000104681, 8728, 3692, 2244
0.00123292, 0.000545845, 0.000684094, 0.000211643, 8157, 3357, 660
0.000651518, 0.000402332, 0.000247894, 6.455e-06, 7862, 3349, 231
0.00227852, 0.000388527, 0.000209658, 1.1123e-05, 8198, 3436, 330
0.000810226, 0.000551307, 0.000256833, 9.139e-06, 7674, 3408, 264
0.0183188, 0.000406309, 0.000175452, 7.15e-06, 8134, 3289, 231
0.00065514, 0.00043153, 0.00022222, 4.27e-06, 7831, 2871, 66
0.0270814, 0.000579378, 0.000475318, 7.4571e-05, 8119, 2783, 759
0.000618501, 0.000418721, 0.000197396, 3.3167e-05, 8160, 2365, 1254
0.00326799, 0.000495276, 0.000309237, 5.4704e-05, 8552, 2350, 1551
0.000862091, 0.000459934, 0.000401065, 0.000107907, 8535, 2020, 4092
0.00398732, 0.000357186, 0.000506891, 0.000279249, 7980, 1859, 4125
0.00212485, 0.000612022, 0.00150975, 0.000751509, 8849, 2530, 12210
0.0188816, 0.00101549, 0.00112368, 0.000328733, 8090, 2938, 8646
0.00119862, 0.000422036, 0.000774792, 0.000246954, 8916, 3380, 7227
0.00487307, 0.000805363, 0.000634444, 9.6178e-05, 8070, 3279, 2013
0.00155822, 0.000763973, 0.000792559, 3.7319e-05, 8440, 2999, 627
0.0019478, 0.00157519, 0.000368835, 3.5935e-05, 7988, 2833, 1386
0.0007579, 0.000535402, 0.000220909, 7.145e-06, 8121, 2860, 231
0.000869049, 0.000546716, 0.000320348, 1.6871e-05, 8729, 3262, 363
0.00414557, 0.000810001, 0.00122056, 1.1909e-05, 8480, 2970, 198
0.0008624, 0.000629482, 0.000230436, 1.6673e-05, 8284, 3203, 429
0.00140605, 0.000896714, 0.000507149, 4.7133e-05, 7937, 2840, 726
0.000906042, 0.000618879, 0.000284683, 2.8579e-05, 7908, 2929, 660
0.0171392, 0.000467558, 0.00024777, 3.7112e-05, 7977, 3466, 1716
0.00177606, 0.00114925, 0.000623443, 0.000162934, 7709, 3257, 858
0.0232431, 0.00105466, 0.000686073, 9.4455e-05, 8235, 3431, 1749
0.000774077, 0.00055868, 0.00021371, 2.0339e-05, 7567, 3246, 891
0.00306406, 0.000416803, 0.00028574, 6.449e-06, 5598, 2684, 99
0.0201598, 0.000333561, 0.000243176, 0, 2079, 1135, 0
0.00554139, 0.00104016, 0.000596816, 4.3849e-05, 7752, 3912, 990
0.00357107, 0.00267315, 0.000867026, 0.000179023, 5613, 2875, 2145
0.0234573, 0.000875727, 0.00132285, 0.000120689, 6231, 2906, 4950
0.0025549, 0.000581474, 0.000517812, 0.000126435, 8013, 3789, 4818
0.0194668, 0.000549247, 0.000652502, 0.000179882, 7757, 3570, 7590
0.00451158, 0.000917325, 0.000770905, 0.000260368, 8260, 3474, 12441
0.00551246, 0.00154716, 0.00111275, 0.000424211, 8097, 3327, 13926
0.025023, 0.000562512, 0.000788626, 0.000320064, 8260, 3257, 22671
0.00477028, 0.000724615, 0.00201467, 0.00066829, 8441, 3509, 15939
0.00466604, 0.000815786, 0.00384739, 0.00109929, 8500, 4096, 11484
0.00623288, 0.000987931, 0.000918835, 0.000230152, 9163, 4474, 7359
0.00176343, 0.000673931, 0.00108712, 0.000164423, 8835, 4225, 4125
0.000969816, 0.000561774, 0.000406359, 5.3359e-05, 8324, 3990, 2673
0.00787893, 0.00101046, 0.00185836, 0.000364728, 8492, 4060, 3201
0.00293536, 0.000869295, 0.00206248, 0.000126213, 7832, 4106, 3630
0.00131377, 0.000707044, 0.000604371, 0.000104012, 8273, 4084, 3894
0.000899698, 0.000590654, 0.000307509, 3.1323e-05, 7763, 3772, 1551
0.0253979, 0.000509994, 0.000413458, 4.6383e-05, 8159, 3874, 1881
0.00108829, 0.000607242, 0.000478699, 6.198e-05, 8113, 3668, 1782
0.00198717, 0.000398474, 0.000208768, 2.0997e-05, 6982, 3307, 1089
0.00120225, 0.000760352, 0.000440166, 7.8596e-05, 8209, 3338, 1617
0.0276988, 0.00025148, 0.000127626, 1.5291e-05, 3683, 1531, 396
0.00257552, 0.000300015, 0.000147266, 9.748e-06, 4260, 1203, 165
0.000629077, 0.000442405, 0.000184945, 2.0518e-05, 6654, 2378, 660
0.0542213, 0.00476642, 0.0014954, 0.000181287, 7672, 2663, 858
0.00267612, 0.000610137, 0.00037163, 0.000111862, 8093, 2370, 5841
0.000916674, 0.000704791, 0.000209554, 4.0693e-05, 7905, 1814, 528
0.0140382, 0.000474686, 0.0001148, 0, 8482, 1576, 0
0.00113848, 0.000673915, 0.000460614, 9.253e-05, 8136, 1992, 4092
0.00381912, 0.000737314, 0.000515635, 0.000137799, 8723, 2562, 5610
0.000956975, 0.000682905, 0.000272556, 2.6854e-05, 8882, 2996, 1320
0.0153739, 0.000645453, 0.000163332, 6.664e-06, 9185, 3241, 264
0.000935069, 0.000572469, 0.000360581, 2.221e-06, 8573, 2845, 33
0.00116897, 0.000738701, 0.000427955, 2.1045e-05, 8627, 3139, 495
0.000894879, 0.000614645, 0.000278221, 1.4703e-05, 8315, 3198, 693
0.000907265, 0.00065603, 0.00024922, 1.6615e-05, 8132, 3287, 759
0.00150318, 0.000947805, 0.00055265, 1.4739e-05, 8148, 3287, 198
0.000965473, 0.00057476, 0.000388289, 1.2621e-05, 7751, 3051, 132
0.00450576, 0.000871495, 0.00363135, 2.7501e-05, 8244, 3711, 396
0.029514, 0.000661051, 0.000174379, 6.549e-06, 8563, 3494, 264
0.000833113, 0.000546108, 0.000285293, 3.0321e-05, 8119, 3284, 759
0.00100568, 0.000475288, 0.000527873, 1.4607e-05, 7971, 2549, 165
0.0214643, 0.00108651, 0.000448237, 4.9971e-05, 7251, 1983, 627
0.00212114, 0.000679998, 0.00143782, 4.9974e-05, 7960, 2597, 957
0.00127433, 0.000863696, 0.000407416, 5.5103e-05, 7779, 2444, 825
0.0310346, 0.000517212, 0.000253881, 2.8656e-05, 7985, 2261, 495
0.000659085, 0.000415867, 0.000240908, 1.787e-05, 7926, 2059, 297
0.00096042, 0.000598957, 0.000358049, 4.1757e-05, 8052, 1960, 528
0.00039519, 0.000298425, 9.4857e-05, 5.52e-06, 8329, 1867, 231
0.000695623, 0.000443171, 0.000250946, 2.1378e-05, 8495, 2009, 429
0.000910332, 0.000621041, 0.000286982, 3.3126e-05, 8676, 2108, 231
0.00055969, 0.000380878, 0.00017761, 1.2831e-05, 8072, 1827, 264
0.000733891, 0.000541348, 0.000189236, 1.1728e-05, 8115, 2272, 231
0.000630152, 0.00038579, 0.000242057, 1.7642e-05, 8420, 2409, 330
0.000602188, 0.000406437, 0.000194649, 1.0425e-05, 8009, 2645, 198
0.0144288, 0.000300306, 0.00012663, 5.805e-06, 8454, 2697, 198
0.00113225, 0.000631544, 0.000498408, 2.7329e-05, 8083, 3024, 396
0.00082434, 0.000522133, 0.000299706, 1.1512e-05, 8426, 2942, 198
0.00122955, 0.000681696, 0.000544455, 2.9329e-05, 8206, 3105, 363
0.00497317, 0.00143115, 0.000570839, 2.9296e-05, 8635, 3679, 528
0.000938799, 0.000609635, 0.000327465, 7.799e-06, 8900, 3886, 165
0.00117957, 0.000599736, 0.000576838, 1.9399e-05, 8127, 3648, 231
0.00136825, 0.00074632, 0.000618633, 1.7299e-05, 8351, 3383, 231
0.00136605, 0.000981095, 0.000380959, 9.3e-06, 8165, 3517, 132
0.000938871, 0.000516434, 0.000419741, 2.9269e-05, 8005, 3774, 66
0.000898816, 0.00056578, 0.000331137, 0, 8084, 3696, 0
0.00121467, 0.000898116, 0.000314256, 2.497e-06, 8081, 3306, 66
0.000862408, 0.000606809, 0.000252604, 0, 8364, 3083, 0
0.000790649, 0.000515988, 0.000271168, 4.491e-06, 7871, 2598, 66
0.0342646, 0.000381275, 0.000233434, 0, 8684, 2768, 0
0.000809037, 0.000546873, 0.00025987, 3.591e-06, 8634, 2762, 66
0.000466767, 0.000337082, 0.00012789, 7.383e-06, 8435, 2406, 165
0.000817794, 0.000516554, 0.000265354, 3.09e-06, 7962, 2531, 33
0.00373321, 0.00100241, 0.000307321, 3.189e-06, 8150, 2892, 33
0.000503097, 0.000380887, 0.000120915, 0, 8233, 2932, 0
0.000549349, 0.000353175, 0.00019468, 0, 8182, 3044, 0
0.000994569, 0.00059461, 0.00039737, 4.384e-06, 8210, 3047, 66
0.00059461, 0.000439507, 0.000152911, 2.291e-06, 7943, 2807, 33
0.015335, 0.000826018, 0.000175125, 3.885e-06, 8421, 2908, 66
0.000723314, 0.000505752, 0.000216367, 0, 8539, 2942, 0
0.000404143, 0.000295561, 0.000106191, 0, 8627, 3078, 0
0.000477084, 0.000373245, 0.000101549, 1.294e-06, 8217, 2647, 33
0.000743801, 0.000469418, 0.000271297, 2.191e-06, 7831, 2781, 33
0.000608003, 0.000372946, 0.000233564, 2.588e-06, 8415, 3141, 33
0.000851722, 0.000596455, 0.000252082, 1.792e-06, 8034, 3117, 33
0.000740836, 0.000503012, 0.000235635, 4.378e-06, 8335, 3182, 66
0.000649387, 0.000453258, 0.000194836, 5.571e-06, 8010, 3104, 132
0.00474284, 0.000967514, 0.000266482, 4.279e-06, 8225, 3053, 66
0.000721232, 0.000487787, 0.000231654, 2.686e-06, 8307, 2935, 33
0.000801676, 0.000581265, 0.000217527, 1.791e-06, 8505, 3319, 33
0.000943809, 0.000580668, 0.000361351, 2.189e-06, 8774, 3490, 66
0.00109032, 0.000736527, 0.000351703, 2.487e-06, 8053, 3210, 66
0.000696941, 0.000461311, 0.000233838, 7.957e-06, 8048, 3333, 99
0.000750657, 0.000532121, 0.000216746, 2.486e-06, 8299, 3627, 33
0.00101344, 0.000586407, 0.000425537, 3.878e-06, 7913, 3709, 66
0.000841531, 0.000534706, 0.000304936, 0, 8246, 3496, 0
0.000815979, 0.000633237, 0.000179959, 0, 7802, 3238, 0
0.0145128, 0.000492084, 0.000184966, 2.386e-06, 8377, 2893, 33
0.00059545, 0.000439506, 0.000153956, 5.268e-06, 8082, 2383, 99
0.000638287, 0.000437419, 0.000198583, 1.1827e-05, 8643, 2584, 231
0.000691163, 0.000548438, 0.000140638, 2.386e-06, 8579, 2297, 33
0.000463718, 0.000333356, 0.000128772, 2.881e-06, 7656, 1931, 33
0.000451, 0.00034846, 0.000100652, 0, 8143, 2098, 0
0.0321025, 0.000411832, 6.8638e-05, 0, 7958, 2172, 0
0.000572851, 0.000411039, 0.00015913, 0, 8018, 2251, 0
0.00086496, 0.000564955, 0.000297224, 0, 8058, 2351, 0
0.000636357, 0.000492064, 0.000142307, 3.277e-06, 8093, 2235, 33
0.000776676, 0.000579355, 0.000195336, 0, 8349, 2169, 0
0.00274133, 0.000353947, 0.000112985, 0, 7889, 2144, 0
0.000727552, 0.000559663, 0.000165407, 0, 8697, 2279, 0
0.00049771, 0.000388995, 0.000106929, 0, 8661, 2771, 0
0.0020097, 0.000429899, 0.000136218, 1.787e-06, 8156, 2386, 33
0.000745473, 0.000616132, 0.000127157, 0, 8476, 2759, 0
0.000666557, 0.000463464, 0.000201109, 1.6376e-05, 7998, 2756, 627
0.0147227, 0.000347226, 0.000132319, 7.248e-06, 8496, 3012, 462
0.000773167, 0.000523716, 0.000247564, 2.2133e-05, 8048, 2938, 825
0.000759469, 0.000506842, 0.000249351, 1.1117e-05, 8463, 2875, 198
0.000666044, 0.000510227, 0.000153832, 0, 7991, 2510, 0
0.00109003, 0.000714873, 0.000371877, 0, 8422, 2873, 0
0.00110471, 0.000675572, 0.000425172, 9.528e-06, 8507, 2980, 99
0.00214998, 0.000573547, 0.0003293, 0, 8514, 3086, 0
0.00080953, 0.000464205, 0.000342844, 0, 8051, 2909, 0
0.00127314, 0.000845551, 0.000422924, 0, 7722, 2719, 0
0.00136532, 0.000791767, 0.00057068, 0, 7993, 3072, 0
0.000855176, 0.000611464, 0.000241529, 0, 7873, 3249, 0
0.013672, 0.000482695, 0.000249136, 0, 8226, 3158, 0
0.00062686, 0.000454716, 0.000169861, 0, 7922, 2988, 0
0.000634896, 0.0003934, 0.000239413, 0, 8246, 2647, 0
0.00222447, 0.000550561, 0.000186629, 0, 8274, 2508, 0
0.000652359, 0.000442016, 0.000207762, 3.473e-06, 8542, 2699, 33
0.0136871, 0.000359127, 0.000139484, 3.472e-06, 9038, 3146, 99
0.000530655, 0.000366766, 0.0001625, 4.762e-06, 8660, 2928, 99
0.00114068, 0.000637302, 0.000499901, 8.234e-06, 8604, 3345, 66
0.0420846, 0.000787203, 0.000340378, 1.1707e-05, 8614, 3848, 198
0.0012583, 0.000835033, 0.000421386, 1.0118e-05, 8325, 4186, 165
0.0010611, 0.000570676, 0.000488838, 1.0613e-05, 8460, 4008, 165
0.00128598, 0.000959327, 0.000323875, 3.174e-06, 8065, 3911, 99
0.000690972, 0.000512099, 0.000177185, 4.268e-06, 8454, 3896, 132
0.000509816, 0.000348811, 0.000159516, 1.29e-06, 8051, 3678, 33
0.00135849, 0.00067086, 0.000683763, 1.4986e-05, 8624, 4330, 231
0.00116445, 0.000723663, 0.000438307, 2.4118e-05, 8574, 4353, 462
0.00238895, 0.00108465, 0.00130132, 1.6774e-05, 7616, 3645, 561
0.000971226, 0.000632994, 0.000336446, 3.1758e-05, 7750, 3635, 495
0.00106313, 0.00065731, 0.00040304, 2.3622e-05, 7734, 3728, 528
0.0164526, 0.000390832, 0.000221022, 9.431e-06, 7889, 3639, 297
0.00106114, 0.000691153, 0.000366815, 1.2706e-05, 7932, 3657, 231
0.00338331, 0.000325429, 0.000159489, 7.84e-06, 7834, 3047, 231
0.000853363, 0.000607347, 0.000243733, 1.9455e-05, 8241, 2881, 462
0.000667188, 0.00046593, 0.000199174, 8.435e-06, 7821, 2617, 132
0.0209971, 0.000271917, 0.00013437, 6.351e-06, 7667, 2247, 165
0.000632256, 0.000445884, 0.000184883, 7.84e-06, 8290, 2372, 66
0.00377473, 0.000321133, 9.0489e-05, 5.861e-06, 7638, 1833, 132
0.000495222, 0.000359899, 0.000134191, 8.431e-06, 7818, 1702, 198
0.0246932, 0.000442779, 0.000203395, 2.1285e-05, 7701, 1688, 429
0.000713937, 0.000456147, 0.000256043, 3.0227e-05, 8365, 2002, 528
0.0157252, 0.000682629, 0.000188265, 2.457e-05, 8078, 2457, 990
0.00077712, 0.000510539, 0.000264329, 4.0434e-05, 8460, 2670, 1023
0.00865305, 0.00107943, 0.00166859, 5.8354e-05, 8019, 2702, 726
0.00142187, 0.000889117, 0.000529068, 5.6202e-05, 8218, 2949, 990
0.00110675, 0.000599925, 0.00050468, 4.1606e-05, 8747, 3581, 1023
0.00141349, 0.000874139, 0.000535885, 6.4755e-05, 8795, 3411, 1089
0.000757886, 0.000493054, 0.000263098, 4.1504e-05, 8057, 3317, 1584
0.0010528, 0.000646427, 0.000404233, 6.639e-05, 7764, 3143, 1617
0.000950621, 0.00064663, 0.000302563, 2.7738e-05, 7940, 3253, 1155
0.00052745, 0.000332324, 0.000193805, 5.1828e-05, 7436, 3217, 1122
0.0538117, 0.000625927, 0.000356308, 4.4919e-05, 8213, 3497, 1089
0.000743104, 0.000470131, 0.000270839, 2.1646e-05, 4044, 2035, 33
0.00400638, 0.000862924, 0.000298278, 1.7378e-05, 6665, 2675, 396
0.021479, 0.0006966, 0.000290799, 4.6913e-05, 6343, 2367, 1551
0.000324235, 0.000198696, 0.000123919, 1.6012e-05, 3153, 1733, 825
0.0246393, 0.000428013, 0.000323036, 8.9675e-05, 6365, 1655, 5544
0.000480601, 0.00017459, 0.000302871, 0.00013244, 3944, 503, 3696
0.00488818, 0.000595257, 0.000785759, 0.000217678, 7582, 1621, 3498
0.0140399, 0.000493891, 0.000662462, 0.00030279, 7854, 1917, 6270
0.000844981, 0.000339266, 0.000503795, 0.000228908, 7995, 2019, 8250
0.00482794, 0.000307835, 0.000538561, 0.000230216, 8479, 2355, 6732
0.00173113, 0.000881952, 0.000846157, 0.000233921, 8530, 2817, 5082
0.00333915, 0.000513018, 0.000546695, 0.00012553, 8647, 2791, 3531
0.0008149, 0.000366614, 0.000446572, 8.8334e-05, 8034, 2768, 4521
0.00275525, 0.000478434, 0.000531873, 0.000127742, 8664, 3289, 4257
0.00113866, 0.000632299, 0.000504347, 8.6616e-05, 9078, 3860, 2871
0.00087896, 0.000561588, 0.00031546, 3.0589e-05, 8545, 3597, 1452
0.000889123, 0.000537639, 0.000348364, 3.3107e-05, 8498, 3673, 1353
0.000903009, 0.00057628, 0.000325019, 2.1334e-05, 8034, 3678, 495
0.00134344, 0.000674792, 0.000665635, 8.251e-06, 8108, 3644, 66
0.00101491, 0.00069057, 0.000321931, 5.926e-06, 7932, 3761, 132
0.0447172, 0.000376273, 0.000138415, 0, 8118, 3281, 0
0.000873684, 0.000634119, 0.000237255, 0, 8229, 3200, 0
0.0335421, 0.0010349, 0.000191655, 0, 7821, 2730, 0
0.000691502, 0.000525822, 0.000163573, 5.215e-06, 8573, 2760, 165
0.0147435, 0.000460634, 0.000173803, 1.3738e-05, 8551, 2287, 627
0.0211823, 0.000423626, 0.000123859, 0, 8166, 1845, 0
0.00047496, 0.000342355, 0.0001307, 0, 8472, 2029, 0
0.00261611, 0.000468719, 8.9137e-05, 0, 8234, 2188, 0
0.000965481, 0.000785706, 0.00017627, 3.105e-06, 8609, 2344, 33
0.000595313, 0.000424852, 0.000168759, 0, 8052, 2271, 0
0.0150956, 0.00048885, 0.000163251, 0, 8442, 2273, 0
0.000515775, 0.000425945, 8.6029e-05, 1.401e-06, 8072, 1863, 33
0.000496069, 0.000376128, 0.000106737, 0, 8111, 1879, 0
0.000407238, 0.000345418, 6.022e-05, 0, 8723, 1909, 0
0.00158044, 0.000417242, 7.5025e-05, 0, 8485, 1724, 0
0.000334364, 0.000287197, 4.5568e-05, 0, 8391, 1751, 0
0.000518034, 0.000416406, 9.853e-05, 0, 8054, 1627, 0
0.000450482, 0.000391224, 5.7759e-05, 0, 8054, 1744, 0
0.000568243, 0.000443165, 0.000123179, 0, 8273, 1772, 0
0.000320186, 0.00027463, 4.3357e-05, 0, 8352, 1752, 0
0.000368101, 0.000315201, 5.0704e-05, 0, 7877, 1680, 0
0.000528097, 0.000423296, 0.000101507, 0, 8334, 1634, 0
0.00229175, 0.000444556, 0.000131051, 0, 8181, 1490, 0
0.000590603, 0.000418867, 0.00017014, 1.796e-06, 8583, 1832, 33
0.00075446, 0.000657821, 9.4445e-05, 0, 8567, 1863, 0
0.000848605, 0.000638274, 0.000207538, 0, 7782, 1804, 0
0.000805322, 0.000717858, 8.5269e-05, 0, 7992, 1842, 0
0.0246877, 0.000411397, 8.7004e-05, 0, 7988, 1865, 0
0.000733498, 0.00059826, 0.000132149, 0, 7903, 1801, 0
0.000435315, 0.000355887, 7.7635e-05, 0, 8076, 1737, 0
0.000304462, 0.000258319, 4.3352e-05, 0, 7979, 1770, 0
0.00035778, 0.000279048, 7.6838e-05, 0, 8421, 1619, 0
0.0184579, 0.000316824, 6.5437e-05, 0, 7924, 1388, 0
0.000662033, 0.000460744, 0.000199397, 8.465e-06, 8650, 1729, 132
0.000553669, 0.000376583, 0.000174896, 0, 8580, 1657, 0
0.000531858, 0.000405069, 0.000124598, 4.98e-06, 7802, 1337, 66
0.000749277, 0.000589905, 0.000156685, 0, 8324, 1502, 0
0.000271559, 0.000217805, 5.236e-05, 0, 7879, 1524, 0
0.00102721, 0.000934828, 8.8197e-05, 0, 8189, 1347, 0
0.0286465, 0.000305206, 0.000113581, 0, 8075, 1554, 0
0.000560274, 0.000468338, 8.8155e-05, 0, 8277, 1452, 0
